instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,instant_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,rental_category,temp_category
11878,2012-05-15,Summer,1,5,2,0,2,1,Mist,0.56,0.5303,0.88,0.1343,1,3,4,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11879,2012-05-15,Summer,1,5,3,0,2,1,Light Rain,0.58,0.5455,0.83,0.1343,1,5,6,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11880,2012-05-15,Summer,1,5,4,0,2,1,Light Rain,0.56,0.5303,0.94,0.194,1,4,5,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11881,2012-05-15,Summer,1,5,5,0,2,1,Light Rain,0.56,0.5303,0.94,0.2239,0,8,8,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11882,2012-05-15,Summer,1,5,6,0,2,1,Light Rain,0.56,0.5303,0.94,0.2239,2,22,24,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11883,2012-05-15,Summer,1,5,7,0,2,1,Light Rain,0.56,0.5303,0.94,0.1343,1,91,92,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11884,2012-05-15,Summer,1,5,8,0,2,1,Mist,0.58,0.5455,0.88,0.0896,8,401,409,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11885,2012-05-15,Summer,1,5,9,0,2,1,Mist,0.58,0.5455,0.88,0.0896,28,327,355,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11886,2012-05-15,Summer,1,5,10,0,2,1,Clear,0.62,0.5909,0.78,0.1045,27,144,171,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11887,2012-05-15,Summer,1,5,11,0,2,1,Clear,0.64,0.5909,0.78,0.194,38,186,224,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11888,2012-05-15,Summer,1,5,12,0,2,1,Clear,0.64,0.6061,0.73,0.194,44,220,264,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11889,2012-05-15,Summer,1,5,13,0,2,1,Light Rain,0.64,0.6061,0.73,0.194,35,204,239,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11890,2012-05-15,Summer,1,5,14,0,2,1,Mist,0.64,0.6061,0.73,0.194,39,145,184,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11891,2012-05-15,Summer,1,5,15,0,2,1,Mist,0.7,0.6515,0.61,0.0896,51,205,256,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11892,2012-05-15,Summer,1,5,16,0,2,1,Clear,0.68,0.6364,0.65,0.1642,74,300,374,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11893,2012-05-15,Summer,1,5,17,0,2,1,Clear,0.68,0.6364,0.65,0.1045,75,603,678,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11894,2012-05-15,Summer,1,5,18,0,2,1,Clear,0.7,0.6515,0.61,0.0896,68,665,733,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11895,2012-05-15,Summer,1,5,19,0,2,1,Clear,0.66,0.6212,0.69,0.1642,57,455,512,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11896,2012-05-15,Summer,1,5,20,0,2,1,Light Rain,0.64,0.6061,0.73,0.1343,30,233,263,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11897,2012-05-15,Summer,1,5,21,0,2,1,Light Rain,0.64,0.6061,0.73,0.2836,11,98,109,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11898,2012-05-15,Summer,1,5,22,0,2,1,Clear,0.58,0.5455,0.78,0.2239,9,74,83,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11899,2012-05-15,Summer,1,5,23,0,2,1,Light Rain,0.56,0.5303,0.88,0.1045,13,58,71,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Sedang,Panas
11900,2012-05-16,Summer,1,5,0,0,3,1,Mist,0.58,0.5455,0.88,0.194,12,27,39,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11901,2012-05-16,Summer,1,5,1,0,3,1,Mist,0.58,0.5455,0.88,0.1343,7,14,21,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11902,2012-05-16,Summer,1,5,2,0,3,1,Clear,0.56,0.5303,0.94,0.194,5,14,19,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11903,2012-05-16,Summer,1,5,3,0,3,1,Clear,0.56,0.5303,0.88,0.1045,1,5,6,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11904,2012-05-16,Summer,1,5,4,0,3,1,Clear,0.54,0.5152,0.94,0.1343,1,3,4,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11905,2012-05-16,Summer,1,5,5,0,3,1,Clear,0.54,0.5152,0.94,0.1045,4,34,38,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11906,2012-05-16,Summer,1,5,6,0,3,1,Clear,0.54,0.5152,0.94,0.0896,8,150,158,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11907,2012-05-16,Summer,1,5,7,0,3,1,Clear,0.56,0.5303,0.83,0.194,14,426,440,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11908,2012-05-16,Summer,1,5,8,0,3,1,Clear,0.58,0.5455,0.83,0.194,33,617,650,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11909,2012-05-16,Summer,1,5,9,0,3,1,Mist,0.6,0.5758,0.78,0.1343,33,314,347,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11910,2012-05-16,Summer,1,5,10,0,3,1,Clear,0.66,0.6212,0.61,0.194,43,149,192,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11911,2012-05-16,Summer,1,5,11,0,3,1,Clear,0.7,0.6515,0.54,0.1343,55,212,267,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11912,2012-05-16,Summer,1,5,12,0,3,1,Clear,0.7,0.6515,0.54,0.194,59,271,330,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11913,2012-05-16,Summer,1,5,13,0,3,1,Clear,0.72,0.6515,0.42,0.194,77,273,350,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11914,2012-05-16,Summer,1,5,14,0,3,1,Clear,0.72,0.6515,0.42,0.0896,42,221,263,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11915,2012-05-16,Summer,1,5,15,0,3,1,Mist,0.72,0.6667,0.48,0.1045,52,222,274,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11916,2012-05-16,Summer,1,5,16,0,3,1,Clear,0.72,0.6515,0.45,0.1045,70,376,446,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11917,2012-05-16,Summer,1,5,17,0,3,1,Clear,0.72,0.6667,0.51,0.194,104,769,873,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11918,2012-05-16,Summer,1,5,18,0,3,1,Clear,0.72,0.6667,0.51,0.2239,97,749,846,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11919,2012-05-16,Summer,1,5,19,0,3,1,Clear,0.7,0.6515,0.54,0.2836,91,499,590,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11920,2012-05-16,Summer,1,5,20,0,3,1,Clear,0.66,0.6212,0.65,0.2537,61,398,459,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11921,2012-05-16,Summer,1,5,21,0,3,1,Clear,0.64,0.6061,0.73,0.194,63,330,393,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11922,2012-05-16,Summer,1,5,22,0,3,1,Clear,0.64,0.6061,0.73,0.1642,33,253,286,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11923,2012-05-16,Summer,1,5,23,0,3,1,Clear,0.62,0.5909,0.78,0.1045,26,107,133,502,2,1,5,0,3,1,0,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Tinggi,Panas
11924,2012-05-17,Summer,1,5,0,0,4,1,Clear,0.6,0.5758,0.78,0.1343,30,49,79,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11925,2012-05-17,Summer,1,5,1,0,4,1,Clear,0.6,0.5606,0.83,0.1642,12,16,28,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11926,2012-05-17,Summer,1,5,2,0,4,1,Clear,0.6,0.5758,0.78,0.1642,8,8,16,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11927,2012-05-17,Summer,1,5,3,0,4,1,Clear,0.6,0.5909,0.73,0.2537,0,3,3,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11928,2012-05-17,Summer,1,5,4,0,4,1,Clear,0.6,0.6061,0.64,0.3284,3,13,16,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11929,2012-05-17,Summer,1,5,5,0,4,1,Clear,0.56,0.5303,0.68,0.3284,1,34,35,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11930,2012-05-17,Summer,1,5,6,0,4,1,Clear,0.54,0.5152,0.73,0.3582,10,149,159,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11931,2012-05-17,Summer,1,5,7,0,4,1,Clear,0.54,0.5152,0.73,0.3881,25,449,474,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11932,2012-05-17,Summer,1,5,8,0,4,1,Clear,0.52,0.5,0.55,0.4478,29,605,634,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11933,2012-05-17,Summer,1,5,9,0,4,1,Clear,0.54,0.5152,0.52,0.4179,57,289,346,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11934,2012-05-17,Summer,1,5,10,0,4,1,Clear,0.56,0.5303,0.52,0.2537,43,162,205,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11935,2012-05-17,Summer,1,5,11,0,4,1,Clear,0.58,0.5455,0.49,0.2239,77,202,279,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11936,2012-05-17,Summer,1,5,12,0,4,1,Clear,0.6,0.6212,0.43,0.194,72,276,348,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11937,2012-05-17,Summer,1,5,13,0,4,1,Clear,0.62,0.6212,0.41,0.194,86,241,327,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11938,2012-05-17,Summer,1,5,14,0,4,1,Clear,0.64,0.6212,0.38,0.194,68,202,270,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11939,2012-05-17,Summer,1,5,15,0,4,1,Clear,0.64,0.6212,0.36,0.2537,83,233,316,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11940,2012-05-17,Summer,1,5,16,0,4,1,Clear,0.66,0.6212,0.31,0.194,86,344,430,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11941,2012-05-17,Summer,1,5,17,0,4,1,Clear,0.66,0.6212,0.31,0.1343,133,719,852,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11942,2012-05-17,Summer,1,5,18,0,4,1,Clear,0.66,0.6212,0.27,0.1642,134,734,868,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11943,2012-05-17,Summer,1,5,19,0,4,1,Clear,0.64,0.6212,0.31,0.194,86,451,537,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11944,2012-05-17,Summer,1,5,20,0,4,1,Clear,0.6,0.6212,0.4,0.194,83,363,446,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11945,2012-05-17,Summer,1,5,21,0,4,1,Clear,0.58,0.5455,0.4,0.1045,45,254,299,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11946,2012-05-17,Summer,1,5,22,0,4,1,Clear,0.56,0.5303,0.43,0.0896,42,209,251,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11947,2012-05-17,Summer,1,5,23,0,4,1,Clear,0.54,0.5152,0.49,0.1343,29,137,166,503,2,1,5,0,4,1,0,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Tinggi,Sejuk
11948,2012-05-18,Summer,1,5,0,0,5,1,Clear,0.52,0.5,0.59,0.1045,13,57,70,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11949,2012-05-18,Summer,1,5,1,0,5,1,Clear,0.5,0.4848,0.59,0.0896,16,33,49,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11950,2012-05-18,Summer,1,5,2,0,5,1,Clear,0.48,0.4697,0.67,0.1343,12,9,21,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11951,2012-05-18,Summer,1,5,3,0,5,1,Clear,0.46,0.4545,0.72,0.0896,6,8,14,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11952,2012-05-18,Summer,1,5,4,0,5,1,Clear,0.46,0.4545,0.77,0.1642,0,11,11,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11953,2012-05-18,Summer,1,5,5,0,5,1,Clear,0.46,0.4545,0.77,0.1045,1,33,34,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11954,2012-05-18,Summer,1,5,6,0,5,1,Clear,0.44,0.4394,0.77,0.1343,14,168,182,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11955,2012-05-18,Summer,1,5,7,0,5,1,Clear,0.46,0.4545,0.82,0.1045,40,475,515,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11956,2012-05-18,Summer,1,5,8,0,5,1,Clear,0.52,0.5,0.59,0.1343,49,696,745,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11957,2012-05-18,Summer,1,5,9,0,5,1,Clear,0.56,0.5303,0.56,0.1045,57,304,361,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11958,2012-05-18,Summer,1,5,10,0,5,1,Clear,0.6,0.6212,0.46,0.1343,74,181,255,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11959,2012-05-18,Summer,1,5,11,0,5,1,Clear,0.62,0.6212,0.43,0.194,109,225,334,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11960,2012-05-18,Summer,1,5,12,0,5,1,Clear,0.62,0.6212,0.41,0.194,108,252,360,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11961,2012-05-18,Summer,1,5,13,0,5,1,Clear,0.64,0.6212,0.36,0.1642,98,297,395,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11962,2012-05-18,Summer,1,5,14,0,5,1,Clear,0.66,0.6212,0.34,0.1343,108,242,350,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11963,2012-05-18,Summer,1,5,15,0,5,1,Clear,0.66,0.6212,0.36,0.194,131,260,391,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11964,2012-05-18,Summer,1,5,16,0,5,1,Clear,0.66,0.6212,0.34,0.2537,151,417,568,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11965,2012-05-18,Summer,1,5,17,0,5,1,Clear,0.66,0.6212,0.34,0.1343,124,688,812,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11966,2012-05-18,Summer,1,5,18,0,5,1,Clear,0.64,0.6212,0.38,0.2239,99,570,669,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11967,2012-05-18,Summer,1,5,19,0,5,1,Clear,0.62,0.6212,0.41,0.194,91,392,483,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11968,2012-05-18,Summer,1,5,20,0,5,1,Clear,0.62,0.6212,0.41,0.1642,73,264,337,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11969,2012-05-18,Summer,1,5,21,0,5,1,Clear,0.6,0.6212,0.4,0.194,49,209,258,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11970,2012-05-18,Summer,1,5,22,0,5,1,Clear,0.56,0.5303,0.52,0.3284,57,194,251,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11971,2012-05-18,Summer,1,5,23,0,5,1,Clear,0.52,0.5,0.55,0.194,41,133,174,504,2,1,5,0,5,1,0,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Tinggi,Sejuk
11972,2012-05-19,Summer,1,5,0,0,6,0,Clear,0.52,0.5,0.48,0.1045,30,118,148,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11973,2012-05-19,Summer,1,5,1,0,6,0,Clear,0.5,0.4848,0.48,0.194,20,84,104,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11974,2012-05-19,Summer,1,5,2,0,6,0,Clear,0.5,0.4848,0.51,0.1045,13,56,69,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11975,2012-05-19,Summer,1,5,3,0,6,0,Clear,0.5,0.4848,0.48,0.1045,10,23,33,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11976,2012-05-19,Summer,1,5,4,0,6,0,Clear,0.48,0.4697,0.59,0.0896,6,8,14,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11977,2012-05-19,Summer,1,5,5,0,6,0,Clear,0.46,0.4545,0.67,0.194,1,11,12,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11978,2012-05-19,Summer,1,5,6,0,6,0,Clear,0.44,0.4394,0.72,0.0896,12,38,50,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11979,2012-05-19,Summer,1,5,7,0,6,0,Clear,0.46,0.4545,0.67,0.1045,28,67,95,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11980,2012-05-19,Summer,1,5,8,0,6,0,Clear,0.52,0.5,0.52,0.1642,33,162,195,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11981,2012-05-19,Summer,1,5,9,0,6,0,Clear,0.56,0.5303,0.43,0.1642,79,213,292,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11982,2012-05-19,Summer,1,5,10,0,6,0,Clear,0.56,0.5303,0.43,0.194,177,275,452,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11983,2012-05-19,Summer,1,5,11,0,6,0,Clear,0.62,0.6212,0.38,0.0896,235,351,586,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11984,2012-05-19,Summer,1,5,12,0,6,0,Clear,0.66,0.6212,0.36,0.194,276,366,642,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11985,2012-05-19,Summer,1,5,13,0,6,0,Clear,0.7,0.6364,0.37,0.1343,332,372,704,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11986,2012-05-19,Summer,1,5,14,0,6,0,Clear,0.72,0.6515,0.3,0.0896,361,369,730,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11987,2012-05-19,Summer,1,5,15,0,6,0,Clear,0.72,0.6515,0.3,0.1045,356,316,672,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11988,2012-05-19,Summer,1,5,16,0,6,0,Clear,0.74,0.6515,0.3,0.1045,331,311,642,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11989,2012-05-19,Summer,1,5,17,0,6,0,Clear,0.74,0.6515,0.3,0.0896,279,347,626,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11990,2012-05-19,Summer,1,5,18,0,6,0,Clear,0.74,0.6515,0.33,0.0896,254,391,645,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11991,2012-05-19,Summer,1,5,19,0,6,0,Clear,0.7,0.6364,0.39,0.1343,203,229,432,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11992,2012-05-19,Summer,1,5,20,0,6,0,Clear,0.68,0.6364,0.41,0.0896,118,197,315,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11993,2012-05-19,Summer,1,5,21,0,6,0,Clear,0.64,0.6212,0.5,0.194,81,178,259,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11994,2012-05-19,Summer,1,5,22,0,6,0,Clear,0.64,0.6212,0.47,0.194,104,234,338,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11995,2012-05-19,Summer,1,5,23,0,6,0,Clear,0.6,0.6212,0.56,0.1642,71,168,239,505,2,1,5,0,6,0,0,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Tinggi,Panas
11996,2012-05-20,Summer,1,5,0,0,0,0,Clear,0.58,0.5455,0.53,0.1045,42,128,170,506,2,1,5,0,0,0,0,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Tinggi,Panas
11997,2012-05-20,Summer,1,5,1,0,0,0,Clear,0.56,0.5303,0.52,0.194,28,102,130,506,2,1,5,0,0,0,0,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Tinggi,Panas
11998,2012-05-20,Summer,1,5,2,0,0,0,Clear,0.56,0.5303,0.52,0.194,36,62,98,506,2,1,5,0,0,0,0,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Tinggi,Panas
11999,2012-05-20,Summer,1,5,3,0,0,0,Clear,0.54,0.5152,0.56,0.0896,26,40,66,506,2,1,5,0,0,0,0,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Tinggi,Panas
12000,2012-05-20,Summer,1,5,4,0,0,0,Clear,0.52,0.5,0.68,0.0896,2,14,16,506,2,1,5,0,0,0,0,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Tinggi,Panas
12001,2012-05-20,Summer,1,5,5,0,0,0,Clear,0.5,0.4848,0.72,0.1045,1,7,8,506,2,1,5,0,0,0,0,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Tinggi,Panas
12002,2012-05-20,Summer,1,5,6,0,0,0,Clear,0.5,0.4848,0.63,0.1343,4,21,25,506,2,1,5,0,0,0,0,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Tinggi,Panas
12003,2012-05-20,Summer,1,5,7,0,0,0,Clear,0.52,0.5,0.68,0.194,35,55,90,506,2,1,5,0,0,0,0,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Tinggi,Panas
12004,2012-05-20,Summer,1,5,8,0,0,0,Clear,0.56,0.5303,0.56,0.1642,51,120,171,506,2,1,5,0,0,0,0,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Tinggi,Panas
